Call,Response,Count,KB,Details
can you make a restaurant reservation at resto_bangkok_moderate_cantonese_8stars,great let me do the reservation,228,<KB> resto_bangkok_moderate_cantonese_8stars, <R_cuisine> cantonese <R_address> resto_bangkok_moderate_cantonese_8stars_address <R_location> bangkok <R_number> two <R_price> moderate <R_rating> 8 
good morning,hello what can i help you with today,229,,
can you book a table at resto_tokyo_moderate_thai_2stars,great let me do the reservation,229,<KB> resto_tokyo_moderate_thai_2stars, <R_cuisine> thai <R_address> resto_tokyo_moderate_thai_2stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 2 
good morning,hello what can i help you with today,230,,
can you make a restaurant reservation at resto_hanoi_cheap_korean_5stars,great let me do the reservation,230,<KB> resto_hanoi_cheap_korean_5stars, <R_cuisine> korean <R_address> resto_hanoi_cheap_korean_5stars_address <R_location> hanoi <R_number> eight <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,231,,
can you book a table at resto_beijing_expensive_thai_5stars,great let me do the reservation,231,<KB> resto_beijing_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_5stars_address <R_location> beijing <R_number> four <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,232,,
may i have a table at resto_hanoi_moderate_thai_3stars,great let me do the reservation,232,<KB> resto_hanoi_moderate_thai_3stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_3stars_address <R_location> hanoi <R_number> eight <R_price> moderate <R_rating> 3 
good morning,hello what can i help you with today,233,,
may i have a table at resto_bangkok_cheap_vietnamese_8stars,great let me do the reservation,233,<KB> resto_bangkok_cheap_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_8stars_address <R_location> bangkok <R_number> four <R_price> cheap <R_rating> 8 
hi,hello what can i help you with today,234,,
can you book a table at resto_beijing_expensive_thai_2stars,great let me do the reservation,234,<KB> resto_beijing_expensive_thai_2stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_2stars_address <R_location> beijing <R_number> four <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,235,,
may i have a table at resto_tokyo_moderate_japanese_5stars,great let me do the reservation,235,<KB> resto_tokyo_moderate_japanese_5stars, <R_cuisine> japanese <R_address> resto_tokyo_moderate_japanese_5stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,236,,
can you book a table at resto_bangkok_expensive_korean_3stars,great let me do the reservation,236,<KB> resto_bangkok_expensive_korean_3stars, <R_cuisine> korean <R_address> resto_bangkok_expensive_korean_3stars_address <R_location> bangkok <R_number> eight <R_price> expensive <R_rating> 3 
hello,hello what can i help you with today,237,,
i'd like to book a table at resto_bangkok_cheap_korean_5stars,great let me do the reservation,237,<KB> resto_bangkok_cheap_korean_5stars, <R_cuisine> korean <R_address> resto_bangkok_cheap_korean_5stars_address <R_location> bangkok <R_number> four <R_price> cheap <R_rating> 5 
good morning,hello what can i help you with today,238,,
can you book a table at resto_seoul_cheap_thai_7stars,great let me do the reservation,238,<KB> resto_seoul_cheap_thai_7stars, <R_cuisine> thai <R_address> resto_seoul_cheap_thai_7stars_address <R_location> seoul <R_number> eight <R_price> cheap <R_rating> 7 
hello,hello what can i help you with today,239,,
can you make a restaurant reservation at resto_hanoi_cheap_korean_4stars,great let me do the reservation,239,<KB> resto_hanoi_cheap_korean_4stars, <R_cuisine> korean <R_address> resto_hanoi_cheap_korean_4stars_address <R_location> hanoi <R_number> six <R_price> cheap <R_rating> 4 
hello,hello what can i help you with today,240,,
can you make a restaurant reservation at resto_tokyo_expensive_thai_5stars,great let me do the reservation,240,<KB> resto_tokyo_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_tokyo_expensive_thai_5stars_address <R_location> tokyo <R_number> six <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,241,,
can you book a table at resto_beijing_moderate_thai_4stars,great let me do the reservation,241,<KB> resto_beijing_moderate_thai_4stars, <R_cuisine> thai <R_address> resto_beijing_moderate_thai_4stars_address <R_location> beijing <R_number> four <R_price> moderate <R_rating> 4 
hi,hello what can i help you with today,242,,
can you book a table at resto_tokyo_moderate_thai_2stars,great let me do the reservation,242,<KB> resto_tokyo_moderate_thai_2stars, <R_cuisine> thai <R_address> resto_tokyo_moderate_thai_2stars_address <R_location> tokyo <R_number> four <R_price> moderate <R_rating> 2 
hello,hello what can i help you with today,243,,
can you make a restaurant reservation at resto_tokyo_moderate_vietnamese_6stars,great let me do the reservation,243,<KB> resto_tokyo_moderate_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_tokyo_moderate_vietnamese_6stars_address <R_location> tokyo <R_number> eight <R_price> moderate <R_rating> 6 
hi,hello what can i help you with today,244,,
i'd like to book a table at resto_tokyo_cheap_thai_8stars,great let me do the reservation,244,<KB> resto_tokyo_cheap_thai_8stars, <R_cuisine> thai <R_address> resto_tokyo_cheap_thai_8stars_address <R_location> tokyo <R_number> four <R_price> cheap <R_rating> 8 
good morning,hello what can i help you with today,245,,
can you book a table at resto_beijing_cheap_korean_5stars,great let me do the reservation,245,<KB> resto_beijing_cheap_korean_5stars, <R_cuisine> korean <R_address> resto_beijing_cheap_korean_5stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 5 
hello,hello what can i help you with today,246,,
i'd like to book a table at resto_bangkok_expensive_japanese_7stars,great let me do the reservation,246,<KB> resto_bangkok_expensive_japanese_7stars, <R_cuisine> japanese <R_address> resto_bangkok_expensive_japanese_7stars_address <R_location> bangkok <R_number> two <R_price> expensive <R_rating> 7 
hi,hello what can i help you with today,247,,
i'd like to book a table at resto_hanoi_moderate_thai_2stars,great let me do the reservation,247,<KB> resto_hanoi_moderate_thai_2stars, <R_cuisine> thai <R_address> resto_hanoi_moderate_thai_2stars_address <R_location> hanoi <R_number> six <R_price> moderate <R_rating> 2 
hi,hello what can i help you with today,248,,
may i have a table at resto_beijing_cheap_vietnamese_5stars,great let me do the reservation,248,<KB> resto_beijing_cheap_vietnamese_5stars, <R_cuisine> vietnamese <R_address> resto_beijing_cheap_vietnamese_5stars_address <R_location> beijing <R_number> two <R_price> cheap <R_rating> 5 
hi,hello what can i help you with today,249,,
can you book a table at resto_hanoi_cheap_vietnamese_8stars,great let me do the reservation,249,<KB> resto_hanoi_cheap_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_hanoi_cheap_vietnamese_8stars_address <R_location> hanoi <R_number> four <R_price> cheap <R_rating> 8 
hi,hello what can i help you with today,250,,
may i have a table at resto_tokyo_cheap_korean_1stars,great let me do the reservation,250,<KB> resto_tokyo_cheap_korean_1stars, <R_cuisine> korean <R_address> resto_tokyo_cheap_korean_1stars_address <R_location> tokyo <R_number> two <R_price> cheap <R_rating> 1 
hello,hello what can i help you with today,251,,
may i have a table at resto_beijing_expensive_thai_2stars,great let me do the reservation,251,<KB> resto_beijing_expensive_thai_2stars, <R_cuisine> thai <R_address> resto_beijing_expensive_thai_2stars_address <R_location> beijing <R_number> four <R_price> expensive <R_rating> 2 
hello,hello what can i help you with today,252,,
may i have a table at resto_hanoi_moderate_japanese_8stars,great let me do the reservation,252,<KB> resto_hanoi_moderate_japanese_8stars, <R_cuisine> japanese <R_address> resto_hanoi_moderate_japanese_8stars_address <R_location> hanoi <R_number> four <R_price> moderate <R_rating> 8 
hello,hello what can i help you with today,253,,
may i have a table at resto_seoul_moderate_korean_5stars,great let me do the reservation,253,<KB> resto_seoul_moderate_korean_5stars, <R_cuisine> korean <R_address> resto_seoul_moderate_korean_5stars_address <R_location> seoul <R_number> four <R_price> moderate <R_rating> 5 
good morning,hello what can i help you with today,254,,
i'd like to book a table at resto_beijing_expensive_vietnamese_6stars,great let me do the reservation,254,<KB> resto_beijing_expensive_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_beijing_expensive_vietnamese_6stars_address <R_location> beijing <R_number> four <R_price> expensive <R_rating> 6 
good morning,hello what can i help you with today,255,,
can you book a table at resto_tokyo_expensive_thai_5stars,great let me do the reservation,255,<KB> resto_tokyo_expensive_thai_5stars, <R_cuisine> thai <R_address> resto_tokyo_expensive_thai_5stars_address <R_location> tokyo <R_number> six <R_price> expensive <R_rating> 5 
good morning,hello what can i help you with today,256,,
may i have a table at resto_bangkok_expensive_vietnamese_4stars,great let me do the reservation,256,<KB> resto_bangkok_expensive_vietnamese_4stars, <R_cuisine> vietnamese <R_address> resto_bangkok_expensive_vietnamese_4stars_address <R_location> bangkok <R_number> four <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,257,,
i'd like to book a table at resto_hanoi_cheap_korean_2stars,great let me do the reservation,257,<KB> resto_hanoi_cheap_korean_2stars, <R_cuisine> korean <R_address> resto_hanoi_cheap_korean_2stars_address <R_location> hanoi <R_number> six <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,258,,
can you make a restaurant reservation at resto_bangkok_moderate_vietnamese_8stars,great let me do the reservation,258,<KB> resto_bangkok_moderate_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_bangkok_moderate_vietnamese_8stars_address <R_location> bangkok <R_number> six <R_price> moderate <R_rating> 8 
hi,hello what can i help you with today,259,,
may i have a table at resto_seoul_moderate_japanese_5stars,great let me do the reservation,259,<KB> resto_seoul_moderate_japanese_5stars, <R_cuisine> japanese <R_address> resto_seoul_moderate_japanese_5stars_address <R_location> seoul <R_number> two <R_price> moderate <R_rating> 5 
hello,hello what can i help you with today,260,,
can you make a restaurant reservation at resto_bangkok_cheap_thai_4stars,great let me do the reservation,260,<KB> resto_bangkok_cheap_thai_4stars, <R_cuisine> thai <R_address> resto_bangkok_cheap_thai_4stars_address <R_location> bangkok <R_number> six <R_price> cheap <R_rating> 4 
good morning,hello what can i help you with today,261,,
can you book a table at resto_bangkok_cheap_vietnamese_6stars,great let me do the reservation,261,<KB> resto_bangkok_cheap_vietnamese_6stars, <R_cuisine> vietnamese <R_address> resto_bangkok_cheap_vietnamese_6stars_address <R_location> bangkok <R_number> eight <R_price> cheap <R_rating> 6 
good morning,hello what can i help you with today,262,,
may i have a table at resto_beijing_moderate_korean_3stars,great let me do the reservation,262,<KB> resto_beijing_moderate_korean_3stars, <R_cuisine> korean <R_address> resto_beijing_moderate_korean_3stars_address <R_location> beijing <R_number> four <R_price> moderate <R_rating> 3 
hello,hello what can i help you with today,263,,
may i have a table at resto_bangkok_expensive_vietnamese_4stars,great let me do the reservation,263,<KB> resto_bangkok_expensive_vietnamese_4stars, <R_cuisine> vietnamese <R_address> resto_bangkok_expensive_vietnamese_4stars_address <R_location> bangkok <R_number> four <R_price> expensive <R_rating> 4 
good morning,hello what can i help you with today,264,,
may i have a table at resto_seoul_expensive_vietnamese_8stars,great let me do the reservation,264,<KB> resto_seoul_expensive_vietnamese_8stars, <R_cuisine> vietnamese <R_address> resto_seoul_expensive_vietnamese_8stars_address <R_location> seoul <R_number> two <R_price> expensive <R_rating> 8 
good morning,hello what can i help you with today,265,,
can you book a table at resto_tokyo_cheap_korean_3stars,great let me do the reservation,265,<KB> resto_tokyo_cheap_korean_3stars, <R_cuisine> korean <R_address> resto_tokyo_cheap_korean_3stars_address <R_location> tokyo <R_number> six <R_price> cheap <R_rating> 3 
hello,hello what can i help you with today,266,,
i'd like to book a table at resto_beijing_cheap_cantonese_7stars,great let me do the reservation,266,<KB> resto_beijing_cheap_cantonese_7stars, <R_cuisine> cantonese <R_address> resto_beijing_cheap_cantonese_7stars_address <R_location> beijing <R_number> six <R_price> cheap <R_rating> 7 
hi,hello what can i help you with today,267,,
can you book a table at resto_beijing_cheap_korean_2stars,great let me do the reservation,267,<KB> resto_beijing_cheap_korean_2stars, <R_cuisine> korean <R_address> resto_beijing_cheap_korean_2stars_address <R_location> beijing <R_number> eight <R_price> cheap <R_rating> 2 
good morning,hello what can i help you with today,268,,
