Call,Response,KB,Count
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_5stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 it's perfect,great let me do the reservation,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 hello,hello what can i help you with today,,312
 can you book a table in a expensive price range for four people,i'm on it,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 with indian cuisine,where should it be,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 in bombay,ok let me look into some options for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_5stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_4stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_2stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_1stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 let's do it,great let me do the reservation,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,312
 hello,hello what can i help you with today,,313
 may i have a table with spanish cuisine,i'm on it,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 <SILENCE>,where should it be,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 paris please,how many people would be in your party,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 for four please,which price range are looking for,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 in a cheap price range please,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_8stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_2stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_1stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 that looks great,great let me do the reservation,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,313
 good morning,hello what can i help you with today,,314
 can you book a table with indian food,i'm on it,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 <SILENCE>,where should it be,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 madrid please,how many people would be in your party,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 for four please,which price range are looking for,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_6stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_5stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_1stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,314
 hi,hello what can i help you with today,,315
 can you make a restaurant reservation in rome in a moderate price range for four people,i'm on it,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 with indian cuisine,ok let me look into some options for you,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_6stars,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_4stars,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_2stars,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 i love that,great let me do the reservation,<KB> resto_rome_moderate_indian_4stars resto_rome_moderate_indian_6stars ,315
 hello,hello what can i help you with today,,316
 can you make a restaurant reservation with spanish cuisine in rome in a moderate price range,i'm on it,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 <SILENCE>,how many people would be in your party,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 we will be eight,ok let me look into some options for you,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_4stars,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_3stars,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_2stars,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_spanish_3stars resto_rome_moderate_spanish_4stars ,316
 hi,hello what can i help you with today,,317
 may i have a table,i'm on it,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 with french food,where should it be,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 in paris,how many people would be in your party,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 for four people please,which price range are looking for,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_8stars,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 <SILENCE>,what do you think of this option: resto_paris_moderate_french_7stars,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 i love that,great let me do the reservation,<KB> resto_paris_moderate_french_7stars resto_paris_moderate_french_8stars ,317
 hello,hello what can i help you with today,,318
 can you book a table with italian cuisine in london for two people,i'm on it,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 <SILENCE>,which price range are looking for,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 in a cheap price range please,ok let me look into some options for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_8stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 no i don't like that,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_6stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_4stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 that looks great,great let me do the reservation,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,318
 hello,hello what can i help you with today,,319
 can you make a restaurant reservation in a cheap price range with spanish cuisine in paris for two,i'm on it,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_7stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_6stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_4stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 i love that,great let me do the reservation,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_6stars ,319
 good morning,hello what can i help you with today,,320
 i'd like to book a table for two in bombay in a moderate price range with french cuisine,i'm on it,<KB> resto_bombay_moderate_french_7stars resto_bombay_moderate_french_8stars ,320
