,source_text,target_text,pred_text
4117,<context> <user> can you make a restaurant reservation for six in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome six moderate,api_call indian rome six moderate
4118,<query> may i have a table in london for two people with british food,i'm on it,i'm on it
4119,<context> <user> may i have a table in london for two people with british food <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
4120,<context> <user> may i have a table in london for two people with british food <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
4121,<context> <user> may i have a table in london for two people with british food <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british london two moderate,api_call british london two moderate
4122,<query> may i have a table for eight in bombay with french food in a cheap price range,i'm on it,i'm on it
4123,<context> <user> may i have a table for eight in bombay with french food in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4124,<context> <user> may i have a table for eight in bombay with french food in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay eight cheap,api_call french bombay eight cheap
4125,<query> can you make a restaurant reservation with italian food,i'm on it,i'm on it
4126,<context> <user> can you make a restaurant reservation with italian food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4127,<context> <user> can you make a restaurant reservation with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bombay,how many people would be in your party,how many people would be in your party
4128,<context> <user> can you make a restaurant reservation with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
4129,<context> <user> can you make a restaurant reservation with italian food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
