,source_text,target_text,pred_text
554,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
555,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
556,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six cheap,api_call korean beijing six cheap
557,<query> can you make a restaurant reservation in a expensive price range,i'm on it,i'm on it
558,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
559,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese cuisine,where should it be,where should it be
560,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <query> hanoi please,how many people would be in your party,how many people would be in your party
561,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> hanoi please <system> how many people would be in your party <query> for eight please,ok let me look into some options for you,ok let me look into some options for you
562,<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> hanoi please <system> how many people would be in your party <user> for eight please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi eight expensive,api_call cantonese hanoi eight expensive
563,<query> can you book a table in a expensive price range in tokyo for four with thai food,i'm on it,i'm on it
564,<context> <user> can you book a table in a expensive price range in tokyo for four with thai food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
565,<context> <user> can you book a table in a expensive price range in tokyo for four with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four expensive,api_call thai tokyo four expensive
